PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,target
1.3701158086097185,-1.6663334005696113,-3.57653544333782,1.5859596845335435,2.2340742602337236,-0.20901140300544596,1.7194495006277766,-0.7989732633031018,-0.19875203475067804,-0.38686527785369296,-0.4333499960159482,-0.015553540476823058,-0.3812762393991847,1.0149456932257055,-0.28627679432224046,0.07037939055684247,1.1279267591252946,215000.0
-2.459357110176989,-1.7604531069259757,-0.4750654048187212,1.1877970247903364,1.9395744099126582,-0.5607511219584884,0.7016827296073818,-0.5051282519847693,-0.6959679220835109,1.0788228326875544,-0.21438785618473416,0.31012011585397703,0.4384155006233601,0.47656579148072375,-0.9232687669131123,0.052341844358169916,-0.30635866070328216,105000.0
-0.18957438531039764,-1.7639893281272438,-3.623761838527076,2.5477213442583837,1.4585052356093655,-2.018200369519661,-7.297813575644298,1.2429607018807887,-6.871568816116419,-8.946916531031077,-9.287275490310929,-10.032352824791461,10.20649754566802,1.0895596604552913,1.4509825260082465,-1.038532030132312,-1.8367214258748623,172000.0
2.8260115997125452,-1.131715676524834,-1.8993032737478486,1.3226135391234721,2.4807766163329297,0.6271809614394347,-0.6150187433728557,-0.8595401219849882,0.4206260186966033,0.1610412258481896,-0.6670968303832753,0.1940877276758119,-1.062230978121745,0.5161065935691442,0.7386933653638559,-0.038707517207277185,0.9838662077096089,244000.0
0.7419968630643367,0.42161048974350884,1.1444064948190673,2.6438716682844223,0.9903863321238878,-0.6845019799925038,1.2413162684710972,0.18337795264870235,0.02713950770262798,-0.40798002231203356,-0.7877206475031194,-0.08659972958487965,-0.10849821398115428,0.5473750175257504,-0.4743218897892965,-0.5469034828390511,0.41642112041395196,189900.0
1.1053411842555205,0.7258764190877659,1.194634868270567,2.438424329270593,0.9323882494081012,-1.204634874406057,0.6592538200256539,0.606286741744935,-0.555695141170167,-0.5636941301253268,0.2909919901162009,-0.4225303448951984,-0.2809879323175993,0.709884372297353,-0.6488564472054831,-0.08485246583653917,0.9745774248927038,195500.0
0.4881895371033339,-1.592454501824241,2.260156878329192,1.2777727607476075,1.700163270207114,1.3089311714835188,-0.9147284831953174,0.511120081762223,2.1814898512803294,-0.22194463712229887,0.3847163278854372,-0.2034231126807159,-0.11496702074880724,-0.7757941658327555,0.3006979365459347,1.1675436911503778,-0.8341514257670639,213500.0
0.10645309842302168,-1.0846330940950029,2.6765635357623974,0.5623269760999586,2.3491090220436193,0.13328161991831863,-1.645022255354334,-0.46085574078141783,0.9919267170878742,2.0190502140489004,-1.1421011409654724,0.408678172708086,0.23583401901543802,-1.1588802419176722,-0.11273229948737849,-0.762684682722932,-0.38304783034035006,191500.0
1.8953234934867176,-2.640373882068674,1.824548649559327,2.1796553090777344,0.7312668940549686,0.7397246839164292,-1.6634555381257876,0.3810932508893157,1.1879906269576352,0.16720578133176073,0.05242469392606333,-0.6166700141279374,0.11874628117043119,-0.8482043971361215,0.30015744621616924,-0.2663160976308775,0.6998248339339406,236500.0
1.2412821428491319,1.532388719340589,2.0695402741311115,1.2746862386056197,1.8256060308974211,-0.9688128956144253,0.05172899275299417,0.07424561870394916,0.030758835105101832,0.15357161996733013,-0.33736593084447686,-0.05859242436530398,0.16391085295636906,0.3319702002458847,0.1466105451516986,0.3737363195994259,1.0028434474345422,189000.0
0.6702807947302695,1.8009843379591937,1.6942016086876388,1.7542541892514854,1.6902075736093192,-1.1354396787974592,0.8079741837395671,-0.04882280965515628,0.12393807805162838,-0.005916807995517837,-0.7296801822615001,-0.07566820037432781,0.23754695681492632,0.1660041937520775,-0.021128560948817085,-0.08474593180707192,0.6548549550428295,175900.0
0.3084927085412336,1.5164870587063197,2.147300805800785,1.4207685659571507,1.7870166668851615,-0.830484248497573,0.5257506085657463,-0.3977744346847458,0.12784000525193817,0.23948179217095336,-0.7162166309914293,0.23640652932110923,0.4860277401709901,-0.03381498598631661,-0.01833263335948275,0.15437897081992763,0.5398274496825255,
0.5739880860957304,-2.2535095826132805,0.600948085990703,1.789803578603934,1.6267227700460536,-0.6061979644728384,0.8397097345608101,-0.3010460322347779,0.6997613778307208,-0.3367273676497806,-0.8314397652029298,-0.2704463588405941,-0.75531798663427,0.7212221539844096,0.11994142933352187,-0.3367321151961613,0.15847007171111596,180400.0
8.103194828260895,1.8202947646208676,-2.55313637391964,4.095723978978464,0.11289081556470704,-0.3589110945199332,0.6801286020878877,-0.8134390212209618,-1.2601373335302408,0.8338716886179401,0.15486013010499025,-0.012584468910034716,-0.5707004152621687,1.5921078039633754,-0.7556879591727198,-0.7484335548447231,0.48774091348545884,171500.0
1.4246869286175896,1.0140928978950645,-0.3107050611772176,1.7455520378367562,1.9779075874849354,-1.2964839778527335,1.8379039873914376,0.7439899597285212,-1.236558697416117,-1.051925563352666,1.4394781795798233,-0.5425848164588472,-0.4303158438145076,-0.27153569267864747,-1.6734433119980954,-0.8050550272089745,0.42007023754599265,
4.619222006814976,-3.384708504255152,0.8140867174777769,1.6456545942893872,1.0678596321165392,1.137766851766261,0.6613733168648763,-0.7960349842250745,0.9291612636321367,-0.3846371923900565,-1.386496858713397,0.4871776594317013,-0.17400769344515216,2.059522109653688,0.07153894002409367,1.2066739562676077,-0.4016125693752986,538000.0
-2.6910801981017385,-1.316047131397312,-1.1106239912976217,-0.04674079358785999,3.1645066874050465,-0.12435933536633464,2.2393897182577605,-0.7833148385094656,-0.3074609390802983,-0.33720822945492124,-1.0626395121394483,0.42851936629002874,0.5059623438020976,0.8037935785356741,-0.9684584505699952,0.465452140002405,0.0879270619386267,164000.0
2.367379205081059,-1.9199620830170736,-1.6889773852863597,1.8962991256401722,2.050604350211697,-0.20910391629912692,-0.14525622256924772,0.9055123408819938,0.007340453494127074,0.24491705531009195,0.5218898724827775,-0.7770977906139345,-1.6486657332758485,0.3395640602705461,0.8871560732389508,-0.944260543227838,1.1898154041366495,394432.0
2.2905426857020514,-1.0505714901124592,-1.203743432550742,0.1763617264289884,3.5319897165553242,-0.03743625296548109,-0.8222479342302111,-0.6198179067389736,0.20303422859888953,0.09037905854139491,-1.182355957150127,-0.13465997139745647,-1.0337910067981297,-0.5286003129536906,0.49149491535274475,-0.8728150228031176,-0.1841400554343263,141000.0
0.5167920486271245,-1.5898938595621306,-0.3990950789882893,2.7702320755937784,1.1001191980675997,0.23510659785625662,-0.04482786518365829,-0.36191376858464713,0.7234594354516328,0.7061352338715589,-0.1541791936337552,0.06709042685914024,-0.3100801042743753,-1.110026118846808,0.5516066703623691,-0.6597170673466184,-0.1115413977901417,210000.0
-2.1351103148025494,-1.3443436995411926,-1.208960591432462,1.8048072284633006,1.5514814274873678,0.1495658476041962,-0.2673124837241405,-0.7496135687422776,1.043162391567958,-0.6939868947662724,0.40690608071719614,-0.21682525219076668,0.3520561536559968,-0.29523403905794,0.031603087650175894,1.50468277506506,0.19271495911002617,190000.0
-2.2010544030051755,-2.8272467922670157,0.3770317546130987,2.0456466597929266,1.1087440639464758,0.44034415005760696,1.5401604142137655,0.15851749260946527,0.05388031731130423,-0.4757525837119897,-0.18636471977636643,-0.4115038983152579,0.10201075587357787,0.8095187777045387,-0.5537788222321787,-0.2834642042626961,-0.1235566492477377,170000.0
0.8426829577381328,-2.4615320625001917,2.324718767211024,2.136539874597794,0.44115873678564393,0.9249784413099285,-1.357878192534864,0.46883821114667806,0.6955590628812467,0.15079206366592926,0.5001280920120473,-0.3440436517768023,0.1277109052036466,-0.12189943602109955,-0.02101183845679014,0.2578771807395687,1.0685868719243237,
-2.762608239464137,0.553025872059734,3.121718431248969,3.094986273921565,0.1699789097426958,0.1392101619169192,-1.1373895085561108,0.4537498902978673,0.5145650113739564,-0.1236771281472121,-1.7718586718298328,-0.45687542262787983,-1.2504441375218804,1.429721537789043,0.8640562274807648,-0.2531759854849238,0.4078635651847299,
-2.527877425850888,1.2176666857679397,2.9639415647619676,2.986856259080389,0.31996053676830893,0.807055003986643,-0.7682457626982253,-0.2615461401007048,0.28542543074032206,0.04941822008711235,-1.849822948833519,0.126802553585277,-0.6321163981549062,1.020793957447937,0.5657616764591755,-0.24651400927483239,-0.1819065987934412,
-2.7935703146118778,1.6134759764117428,2.894785544419208,2.56614057809973,0.7508832195153458,0.5469940868835883,-1.0171584470927213,-0.23045027937892693,0.4021128836894758,0.22557399344364343,-1.7405346378288036,0.03337030843023409,-0.7002353377394724,0.8042838794749819,0.8348412999825263,-0.13820351380598025,0.17215719497311668,142000.0
-1.086850618085364,-1.093097142563296,1.7329265273456345,0.9059696134447651,1.5750829725685391,0.27678498314907546,-1.7150847734694787,-0.9181063142812889,0.20486362650310508,2.2728820247831227,-0.5519195938366861,1.1154400602571217,0.6759106526330801,-0.1254958835444195,-0.7327156791867955,0.6646130331746228,0.5469937474760531,126000.0
-0.8132056814316845,1.3339173597523828,2.353394252017422,2.86187146962007,0.33286608319206146,0.34834450329705774,-1.247748714282868,0.5779942785041625,0.08665752715275499,0.17498935405401986,0.036048180313519126,0.008626796116069738,-0.4852714685605969,0.49556224447580244,-0.024910604255317728,0.37640080645298934,0.7564744966434807,
-3.268679639692072,-0.8477046996025221,2.8291536964619164,0.7806940948177946,1.7223952145329258,0.06727846900468552,-1.528529965618477,0.09116512994531642,0.38424908874131275,0.41099146950413,-0.21866154363898843,-0.14265901323628644,0.08282413954069472,-0.2510947921730042,0.15609499877899427,0.39852007088655245,0.7606779270054091,184000.0
-0.6409514817175503,1.7499350846227917,2.6168918218564468,2.3126809479149655,0.6883043309241701,0.795492760956593,-1.1033368328371513,0.15764181650686854,0.20992197109287813,0.47560603376399335,-0.3657027012824781,0.3922927693646987,0.0027556807414948377,0.5774320205429797,0.16719330581833478,0.768549376634513,0.7924950001660372,96000.0
5.15151498942843,1.563967376069956,1.0646286638146316,0.44999687513391173,3.1851466155744026,-1.0435044520001622,0.16026033448059218,0.01928264693232409,0.6999212406090857,0.16999846744216862,-0.9264712750278912,-0.29313813963758467,-0.4172792084301249,-0.534734530244756,0.556067416555564,-0.44904622630017327,-0.3693087410360834,105500.0
